en_review	sentiment
Guess this may be the apex of nollywood cinema in many ways but as a beginner viewer it’s enjoyable nonetheless. Captured the chaotic nature and length of nollywood films with a novel storyline and a characteristic touch of Nigerian political culture	positive
A concrete jungle, criss-crossed by the endless mesh of electrical wiring - Lagos is brought to life.	positive
Living in Bondage the film that marked the start of Nollywood. I walked out of the theater strong in faith. And faith in Nigeria is what I have now.	positive
Beautiful movie. . . . It was an all round entertainer. Good job	positive
Captivating. . . . Zainab was captivating in her role as Sylvia. It left me hoping for a sequel. Throughout the twist and turns of the movie I could not help but be glued to the tv. I found myself pulling for Sylvia. Her seductiveness and witty demeanor was only surpassed by her outstanding acting skills.	positive
A fun-filled rollercoaster of emotions. . . . If you're an open-minded, hopeless romantic, you'll definitely enjoy watching this movie. I thought that the lead characters had great chemistry and the supporting cast delivered fine performances as well. It was interesting to see the clash of cultures exposed and finally resolved amicably. There's plenty of humour, drama and tense moments to hold your interest. Certainly makes my favourite list.	positive
"""Narradores de Javé"" is a funny and dramatic simple story supported by a good and original screenplay, great direction and excellent performances of the cast formed by actors, actresses and amateurish simple persons."	positive
I'd say: worth watching!. . . . Well made, well played, good actors, even though it might seem a bit slow at times (and over 2 hrs altogether), I still think it is worth watching anytime. Of course, it is not the brightest and happiest movie to watch during these corona and pandemic times.... . . . but I liked it.	positive
I appreciate this movie and even more, I appreciate all the doctors and nurses in the world for their noble and humble work ethics, risking their lives to save ours.	positive
Lara and the Beats was the authenic soul nurturing plate of REAL Jollof with plantains, smiles, and love. Hopefully now it will become viral on the small screen, and get all of the accolates it deserves. A must see multiple times.	positive
A Brilliant Series From Nigeria!!!. . I am so happy I came across this series. I enjoyed it thoroughly from the beginning to the end. I hope thEré will be a season two.	positive
Hilarious & light hearted. . . . Chief Daddy is the type of movie you can watch over and over. The actors are fantastic, and the movie overall is a not-so-serious narration with valuable teachable moments. Sure there are a few plot holes that could have been handled better, but overall I would recommend.	positive
Originally Unoriginal. . . . The story has a lovely premise.. . I love this movie, but as an ardent observer of Western cinema, it feels like a copy.	positive
